1000,0004,1.84,8,2018-1-1,8:00,8,0
1001,0004,4.01,8,2018-1-1,12:00,8,0
1002,0004,9.12,8,2018-1-1,17:00,8,0
1003,0004,17.28,7,2018-1-1,18:00,7,0
1004,0004,29.19,4,2018-1-1,21:00,4,0
1005,0004,2.13,8,2018-1-2,8:00,8,0
1006,0004,3.92,8,2018-1-2,12:00,8,0
1007,0004,8.92,8,2018-1-2,17:00,8,0
1008,0004,588.98,3,2018-1-3,0:00,3,1
1009,0004,3.08,8,2018-1-3,8:00,8,0
1010,0004,4.86,8,2018-1-3,12:00,8,0
1011,0004,7.03,8,2018-1-3,17:00,8,0
1012,0004,3.75,8,2018-1-4,8:00,8,0
1013,0004,6.34,8,2018-1-4,12:00,8,0
1014,0004,4.88,8,2018-1-4,17:00,8,0
1015,0004,17.28,7,2018-1-4,18:00,7,0
1016,0004,1.92,8,2018-1-5,8:00,8,0
1017,0004,4.96,8,2018-1-5,12:00,8,0
1018,0004,8.09,8,2018-1-5,17:00,8,0
1019,0004,1.72,8,2018-1-6,8:00,8,0
1020,0004,5.99,8,2018-1-6,12:00,8,0
1021,0004,7.26,8,2018-1-6,17:00,8,0
1022,0004,29.19,4,2018-1-6,21:00,4,0
1023,0004,2.62,8,2018-1-7,8:00,8,0
1024,0004,6.40,8,2018-1-7,12:00,8,0
1025,0004,5.95,8,2018-1-7,17:00,8,0
1026,0004,17.28,7,2018-1-7,18:00,7,0
1027,0004,2.69,8,2018-1-8,8:00,8,0
1028,0004,5.57,8,2018-1-8,12:00,8,0
1029,0004,6.71,8,2018-1-8,17:00,8,0
1030,0004,3.84,8,2018-1-9,8:00,8,0
1031,0004,3.60,8,2018-1-9,12:00,8,0
1032,0004,7.53,8,2018-1-9,17:00,8,0
1033,0004,1.35,8,2018-1-10,8:00,8,0
1034,0004,6.68,8,2018-1-10,12:00,8,0
1035,0004,6.94,8,2018-1-10,17:00,8,0
1036,0004,17.28,7,2018-1-10,18:00,7,0
1037,0004,535.93,0,2018-1-11,0:00,0,1
1038,0004,1089.85,6,2018-1-11,0:00,6,1
1039,0004,3.46,8,2018-1-11,8:00,8,0
1040,0004,3.14,8,2018-1-11,12:00,8,0
1041,0004,8.37,8,2018-1-11,17:00,8,0
1042,0004,29.19,4,2018-1-11,21:00,4,0
1043,0004,3.61,8,2018-1-12,8:00,8,0
1044,0004,4.66,8,2018-1-12,12:00,8,0
1045,0004,6.70,8,2018-1-12,17:00,8,0
1046,0004,216.69,2,2018-1-12,19:00,2,0
1047,0004,2.42,8,2018-1-13,8:00,8,0
1048,0004,5.94,8,2018-1-13,12:00,8,0
1049,0004,6.61,8,2018-1-13,17:00,8,0
1050,0004,17.28,7,2018-1-13,18:00,7,0
1051,0004,3.47,8,2018-1-14,8:00,8,0
1052,0004,3.34,8,2018-1-14,12:00,8,0
1053,0004,8.16,8,2018-1-14,17:00,8,0
1054,0004,2.77,8,2018-1-15,8:00,8,0
1055,0004,6.01,8,2018-1-15,12:00,8,0
1056,0004,6.19,8,2018-1-15,17:00,8,0
1057,0004,1.58,8,2018-1-16,8:00,8,0
1058,0004,3.96,8,2018-1-16,12:00,8,0
1059,0004,9.43,8,2018-1-16,17:00,8,0
