1000,0006,3.54,8,2018-1-1,8:00,8,0
1001,0006,6.73,8,2018-1-1,12:00,8,0
1002,0006,20.90,8,2018-1-1,17:00,10,0
1003,0006,17.09,7,2018-1-1,18:00,7,0
1004,0006,220.08,4,2018-1-1,21:00,4,0
1005,0006,5.13,8,2018-1-2,8:00,8,0
1006,0006,5.70,8,2018-1-2,12:00,8,0
1007,0006,11.40,8,2018-1-2,17:00,9,0
1008,0006,4.39,8,2018-1-3,8:00,8,0
1009,0006,7.35,8,2018-1-3,12:00,8,0
1010,0006,15.29,8,2018-1-3,17:00,9,0
1011,0006,3.20,8,2018-1-4,8:00,8,0
1012,0006,7.40,8,2018-1-4,12:00,8,0
1013,0006,24.37,8,2018-1-4,17:00,10,0
1014,0006,8.95,7,2018-1-4,18:00,7,0
1015,0006,5.29,8,2018-1-5,8:00,8,0
1016,0006,4.83,8,2018-1-5,12:00,8,0
1017,0006,26.02,8,2018-1-5,17:00,10,0
1018,0006,4.05,8,2018-1-6,8:00,8,0
1019,0006,5.68,8,2018-1-6,12:00,8,0
1020,0006,10.39,8,2018-1-6,17:00,9,0
1021,0006,248.57,4,2018-1-6,21:00,4,0
1022,0006,5.01,8,2018-1-7,8:00,8,0
1023,0006,6.09,8,2018-1-7,12:00,8,0
1024,0006,12.63,8,2018-1-7,17:00,9,0
1025,0006,13.37,7,2018-1-7,18:00,7,0
1026,0006,2.55,8,2018-1-8,8:00,8,0
1027,0006,9.29,8,2018-1-8,12:00,8,0
1028,0006,15.22,8,2018-1-8,17:00,9,0
1029,0006,3.93,8,2018-1-9,8:00,8,0
1030,0006,11.49,8,2018-1-9,12:00,9,0
1031,0006,21.89,8,2018-1-9,17:00,10,0
1032,0006,2.63,8,2018-1-10,8:00,8,0
1033,0006,5.08,8,2018-1-10,12:00,8,0
1034,0006,17.69,8,2018-1-10,17:00,9,0
1035,0006,15.65,7,2018-1-10,18:00,7,0
1036,0006,11592.22,0,2018-1-11,0:00,0,1
1037,0006,4.38,8,2018-1-11,8:00,8,0
1038,0006,6.98,8,2018-1-11,12:00,8,0
1039,0006,9.82,8,2018-1-11,17:00,8,0
1040,0006,201.51,4,2018-1-11,21:00,4,0
1041,0006,3.42,8,2018-1-12,8:00,8,0
1042,0006,5.37,8,2018-1-12,12:00,8,0
1043,0006,17.47,8,2018-1-12,17:00,9,0
1044,0006,4.13,8,2018-1-13,8:00,8,0
1045,0006,8.87,8,2018-1-13,12:00,8,0
1046,0006,16.48,8,2018-1-13,17:00,9,0
1047,0006,4.21,7,2018-1-13,18:00,7,0
1048,0006,174.19,2,2018-1-13,19:00,2,0
1049,0006,4.36,8,2018-1-14,8:00,8,0
1050,0006,8.58,8,2018-1-14,12:00,8,0
1051,0006,11.45,8,2018-1-14,17:00,9,0
1052,0006,2.07,8,2018-1-15,8:00,8,0
1053,0006,6.41,8,2018-1-15,12:00,8,0
1054,0006,11.36,8,2018-1-15,17:00,9,0
1055,0006,2.43,8,2018-1-16,8:00,8,0
1056,0006,10.10,8,2018-1-16,12:00,9,0
1057,0006,10.33,8,2018-1-16,17:00,9,0
1058,0006,9.22,7,2018-1-16,18:00,7,0
1059,0006,200.78,4,2018-1-16,21:00,4,0
1060,0006,7.07,8,2018-1-17,8:00,8,0
1061,0006,7.96,8,2018-1-17,12:00,8,0
1062,0006,14.07,8,2018-1-17,17:00,9,0
