1000,0012,6.51,8,2018-1-1,8:00,8,0
1001,0012,7.00,8,2018-1-1,12:00,8,0
1002,0012,14.74,8,2018-1-1,17:00,9,0
1003,0012,18.29,7,2018-1-1,18:00,7,0
1004,0012,493.85,4,2018-1-1,21:00,4,0
1005,0012,4.34,8,2018-1-2,8:00,8,0
1006,0012,15.41,8,2018-1-2,12:00,9,0
1007,0012,17.38,8,2018-1-2,17:00,9,0
1008,0012,139.58,2,2018-1-2,19:00,2,0
1009,0012,6.84,8,2018-1-3,8:00,8,0
1010,0012,11.00,8,2018-1-3,12:00,9,0
1011,0012,20.33,8,2018-1-3,17:00,10,0
1012,0012,4.62,8,2018-1-4,8:00,8,0
1013,0012,4.91,8,2018-1-4,12:00,8,0
1014,0012,21.71,8,2018-1-4,17:00,10,0
1015,0012,4.54,7,2018-1-4,18:00,7,0
1016,0012,3.77,8,2018-1-5,8:00,8,0
1017,0012,11.10,8,2018-1-5,12:00,9,0
1018,0012,12.44,8,2018-1-5,17:00,9,0
1019,0012,232.97,3,2018-1-6,0:00,3,1
1020,0012,5.40,8,2018-1-6,8:00,8,0
1021,0012,5.70,8,2018-1-6,12:00,8,0
1022,0012,21.82,8,2018-1-6,17:00,10,0
1023,0012,344.71,4,2018-1-6,21:00,4,0
1024,0012,3.88,8,2018-1-7,8:00,8,0
1025,0012,9.72,8,2018-1-7,12:00,8,0
1026,0012,18.55,8,2018-1-7,17:00,9,0
1027,0012,24.05,7,2018-1-7,18:00,7,0
1028,0012,3.05,8,2018-1-8,8:00,8,0
1029,0012,10.99,8,2018-1-8,12:00,9,0
1030,0012,23.06,8,2018-1-8,17:00,10,0
1031,0012,3.20,8,2018-1-9,8:00,8,0
1032,0012,11.04,8,2018-1-9,12:00,9,0
1033,0012,15.34,8,2018-1-9,17:00,9,0
1034,0012,3.74,8,2018-1-10,8:00,8,0
1035,0012,15.37,8,2018-1-10,12:00,9,0
1036,0012,22.23,8,2018-1-10,17:00,10,0
1037,0012,12.64,7,2018-1-10,18:00,7,0
1038,0012,12032.14,0,2018-1-11,0:00,0,1
1039,0012,417.83,5,2018-1-11,0:00,5,1
1040,0012,3.87,8,2018-1-11,8:00,8,0
1041,0012,8.32,8,2018-1-11,12:00,8,0
1042,0012,16.84,8,2018-1-11,17:00,9,0
1043,0012,259.80,4,2018-1-11,21:00,4,0
1044,0012,4.70,8,2018-1-12,8:00,8,0
1045,0012,6.17,8,2018-1-12,12:00,8,0
1046,0012,23.43,8,2018-1-12,17:00,10,0
1047,0012,3.99,8,2018-1-13,8:00,8,0
1048,0012,18.30,8,2018-1-13,12:00,9,0
1049,0012,10.15,8,2018-1-13,17:00,9,0
1050,0012,8.30,7,2018-1-13,18:00,7,0
1051,0012,3.24,8,2018-1-14,8:00,8,0
1052,0012,9.54,8,2018-1-14,12:00,8,0
1053,0012,25.06,8,2018-1-14,17:00,10,0
1054,0012,565.99,6,2018-1-15,0:00,6,1
1055,0012,7.96,8,2018-1-15,8:00,8,0
1056,0012,9.71,8,2018-1-15,12:00,8,0
1057,0012,21.14,8,2018-1-15,17:00,10,0
1058,0012,2.72,8,2018-1-16,8:00,8,0
1059,0012,19.18,8,2018-1-16,12:00,9,0
1060,0012,16.45,8,2018-1-16,17:00,9,0
1061,0012,7.02,7,2018-1-16,18:00,7,0
1062,0012,468.05,4,2018-1-16,21:00,4,0
1063,0012,4.68,8,2018-1-17,8:00,8,0
1064,0012,16.30,8,2018-1-17,12:00,9,0
1065,0012,8.81,8,2018-1-17,17:00,8,0
1066,0012,8.87,8,2018-1-18,8:00,8,0
1067,0012,5.42,8,2018-1-18,12:00,8,0
1068,0012,17.51,8,2018-1-18,17:00,9,0
1069,0012,6.99,8,2018-1-19,8:00,8,0
1070,0012,8.23,8,2018-1-19,12:00,8,0
1071,0012,23.33,8,2018-1-19,17:00,10,0
1072,0012,17.46,7,2018-1-19,18:00,7,0
1073,0012,3.78,8,2018-1-20,8:00,8,0
